timestamp_ms,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
10709,-768.07,166.99,-607.42,1.73,-0.98,1.02,33.68
10731,-750.49,165.53,-611.82,-0.86,-2.75,1.50,34.12
10753,-753.91,163.09,-619.63,0.73,-0.95,1.33,33.83
10775,-763.18,174.80,-601.56,0.15,-1.08,5.34,33.97
10797,-761.72,184.08,-606.45,0.18,-1.79,5.28,33.88
10819,-769.53,174.32,-602.05,-2.08,-1.34,2.17,33.88
10841,-751.95,176.27,-599.12,-0.37,3.55,1.82,34.02
10863,-750.00,164.06,-594.73,-1.79,3.01,1.70,33.97
10885,-769.04,174.32,-607.42,0.42,-2.48,2.69,33.59
10907,-750.00,181.15,-604.49,0.43,-3.11,-0.66,33.68
10929,-761.23,159.18,-605.47,0.43,-1.19,3.15,33.68
10951,-766.60,170.41,-615.23,-0.19,-0.71,0.20,33.88
10973,-763.18,160.16,-607.91,-1.81,1.65,-0.06,34.02
10995,-776.37,166.99,-604.98,-2.02,-1.21,-1.51,33.78
11017,-771.48,174.80,-595.70,-1.97,-0.86,1.08,33.78
11039,-780.27,173.83,-609.86,-1.30,-0.82,2.73,34.02
11061,-755.86,178.22,-619.63,0.34,-1.09,1.31,33.83
11083,-761.23,172.36,-608.89,0.71,-1.21,-4.38,34.02
11105,-751.46,165.04,-609.37,1.87,-1.44,-1.57,33.68
11127,-732.91,168.46,-608.89,1.44,-0.20,0.60,33.88
11149,-752.93,170.90,-614.26,2.11,-0.80,3.02,34.16
11171,-759.77,167.48,-613.28,5.82,-0.45,3.13,33.88
11193,-757.81,166.02,-630.86,3.21,0.34,3.66,33.68
11215,-754.88,167.97,-618.16,2.11,-2.09,2.02,33.78
11237,-755.86,169.43,-609.37,2.67,-3.92,5.87,33.59
11259,-779.79,167.48,-607.91,1.02,-2.49,3.13,34.12
11281,-772.46,162.11,-598.63,2.34,-3.60,3.30,33.97
11303,-770.02,179.69,-610.84,-1.04,-3.47,5.18,33.78
11325,-764.65,166.02,-606.45,3.06,0.61,1.89,34.12
11347,-773.44,170.41,-599.12,3.76,-2.02,4.15,33.88
11369,-779.30,163.09,-612.79,4.31,-2.19,-2.40,33.83
11391,-763.18,154.30,-604.00,5.44,-4.02,3.50,33.88
11413,-759.77,170.90,-597.17,5.51,-2.96,4.61,33.97
11435,-762.70,182.13,-599.12,2.14,-1.94,3.33,34.02
11457,-784.67,152.83,-610.35,0.28,-0.41,1.34,33.88
11479,-763.18,165.53,-590.82,0.23,-0.16,2.33,33.83
11501,-762.70,158.20,-612.30,1.27,-0.21,3.66,33.78
11523,-768.07,159.18,-616.21,-0.37,-1.80,0.71,33.78
11545,-754.39,165.04,-608.89,-1.31,-0.80,3.14,33.64
11567,-762.21,171.39,-608.89,-0.26,-1.89,1.07,33.78
11589,-759.77,165.53,-613.28,1.05,-4.69,1.12,33.97
11611,-767.09,173.34,-597.66,3.66,-2.65,1.60,33.88
11633,-764.16,171.87,-601.56,3.88,-2.58,0.72,34.02
11655,-771.97,179.20,-623.54,2.90,-2.79,-0.24,34.12
11677,-757.81,168.46,-605.47,3.54,-0.68,3.21,33.88
11699,-771.97,171.87,-612.79,4.16,2.23,1.98,34.02
11721,-766.11,172.85,-622.56,3.76,-1.80,2.53,33.97
11743,-762.21,166.02,-592.77,3.50,-0.73,5.42,33.83
11765,-777.34,172.85,-609.86,3.88,-0.39,3.96,34.02
11787,-771.48,163.57,-607.42,4.30,1.88,2.63,34.02
11809,-763.18,164.06,-606.93,1.42,-0.60,5.81,33.97
11831,-756.84,159.67,-617.19,1.85,1.10,2.31,33.78
11853,-760.25,190.43,-608.89,2.36,1.56,4.24,33.59
11875,-755.37,170.90,-598.14,2.34,-1.17,3.96,34.02
11897,-767.58,162.60,-601.56,1.61,-0.88,3.98,33.78
11919,-761.23,150.88,-595.21,4.81,2.50,2.16,33.83
11941,-762.70,159.18,-594.73,5.06,-3.27,0.50,34.12
11963,-760.74,179.69,-609.86,3.30,-3.27,1.47,34.12
11985,-765.14,165.53,-598.63,3.01,1.81,3.21,33.97
12007,-768.07,163.57,-610.84,0.91,1.53,3.85,34.02
12029,-755.86,161.62,-600.10,3.79,0.80,3.94,33.78
12051,-766.11,165.53,-613.28,0.63,0.73,2.76,34.12
12073,-754.88,164.55,-607.91,1.24,-1.32,4.16,33.64
12095,-766.11,172.85,-606.93,0.82,1.32,2.96,34.12
12117,-771.97,173.83,-620.12,-1.69,3.23,4.37,33.83
12139,-753.91,171.87,-595.21,0.89,-1.74,5.57,33.88
12161,-752.44,167.48,-605.47,1.63,-1.47,5.34,33.59
12183,-762.70,167.97,-611.33,2.89,-2.94,3.55,34.12
12205,-776.86,178.71,-613.28,2.19,0.11,1.13,34.02
12227,-765.14,183.11,-602.05,2.61,-3.44,-1.48,34.02
12249,-761.72,161.62,-614.75,0.64,-1.02,1.77,34.21
12271,-773.93,170.90,-607.42,2.47,-1.12,3.44,34.02
12293,-753.42,177.73,-599.61,1.69,-0.60,6.34,33.97
12315,-761.72,174.80,-601.56,1.27,-0.60,3.10,34.02
12337,-769.53,176.27,-610.84,0.44,-0.07,2.24,33.78
12359,-762.70,180.66,-617.19,1.17,-0.11,3.96,33.97
12381,-777.34,166.50,-613.28,0.34,-1.00,1.94,33.88
12403,-757.81,169.43,-585.45,4.40,2.26,2.41,34.02
12425,-762.70,171.39,-609.37,2.34,-0.35,2.30,33.83
12447,-731.45,177.25,-604.49,4.25,-3.61,-0.04,33.83
12469,-730.47,198.24,-583.98,1.40,-1.55,-3.12,33.78
12491,-750.98,161.13,-616.21,0.54,0.12,-2.25,33.68
12513,-757.32,134.77,-612.30,2.97,-2.28,-1.23,33.68
12535,-756.84,164.55,-607.91,-0.82,-1.72,1.85,33.78
12557,-765.14,150.88,-606.93,-0.82,-1.51,6.76,33.97
12579,-730.96,169.43,-622.07,1.52,-1.98,4.00,33.88
12601,-758.30,156.25,-604.00,0.26,-1.44,2.56,34.02
12623,-750.49,167.97,-616.70,0.36,1.15,4.38,34.02
12645,-766.60,178.22,-617.19,2.79,-3.75,6.58,34.12
12667,-784.67,179.20,-609.37,2.27,-2.40,7.49,34.02
12689,-763.67,181.64,-609.37,2.63,-3.76,4.18,34.02
12711,-767.09,168.95,-611.82,0.10,-1.02,1.52,34.12
12733,-766.60,176.76,-617.68,1.00,-1.55,0.79,33.78
12755,-773.44,169.92,-588.87,0.63,-0.92,0.10,33.68
12777,-788.09,170.90,-593.26,-0.53,-2.67,0.92,33.64
12799,-784.18,178.71,-599.61,2.02,-3.77,-1.78,33.97
12821,-763.18,171.87,-585.94,-3.69,-3.69,0.91,33.83
12843,-783.20,172.36,-600.59,-6.10,1.76,-0.16,33.78
12865,-786.62,194.82,-591.80,-4.08,0.15,-0.03,34.02
12887,-791.99,181.64,-588.87,-1.66,-2.44,-1.15,34.02
12909,-791.50,161.13,-582.03,-3.10,-1.23,-2.92,33.97
12931,-775.39,183.59,-597.66,-5.15,0.50,-1.35,33.78
12953,-768.07,171.39,-601.07,-6.11,1.60,-4.13,33.97
12975,-767.09,178.71,-593.26,-1.78,1.60,-5.17,34.02
12997,-750.98,182.13,-602.05,-0.09,-0.50,-2.47,33.88
13019,-755.86,176.27,-606.93,-1.64,-0.66,-0.82,34.21
13041,-766.60,169.92,-612.79,-1.19,1.90,-1.11,34.21
13063,-770.51,171.87,-601.07,-1.80,0.35,-0.26,33.83
13085,-772.46,164.06,-616.21,-2.11,1.51,-0.94,33.88
13107,-746.58,162.11,-598.63,-3.15,-0.18,-4.10,33.88
13129,-757.32,174.80,-590.33,-4.45,-2.56,-1.05,34.21
13151,-760.74,159.18,-597.66,-4.31,1.11,-0.86,34.02
13173,-783.20,183.11,-606.93,-4.04,0.48,0.04,34.02
13195,-785.64,165.04,-597.17,-4.68,3.50,3.02,33.97
13217,-769.04,164.06,-615.72,-3.67,2.38,-2.30,34.16
13239,-787.11,178.71,-609.86,-4.42,2.80,-1.97,34.02
13261,-775.39,182.13,-604.00,-7.18,2.86,-1.01,34.21
13283,-765.14,189.45,-595.21,-13.02,1.92,1.20,34.02
13305,-761.23,170.41,-598.14,-8.47,6.89,-0.13,33.88
13327,-780.76,162.60,-598.14,-6.59,4.84,-4.66,33.97
13349,-748.05,288.57,-578.12,9.12,-5.98,1.52,34.21
13371,-776.86,153.81,-622.56,-7.54,5.98,-7.27,33.83
13393,-778.32,178.71,-620.12,-4.23,-1.15,-6.61,33.83
13415,-749.51,149.41,-608.89,-3.61,-0.32,-2.51,33.68
13437,-775.88,157.23,-626.46,-5.85,2.60,-3.82,34.12
13459,-747.07,179.69,-632.32,-4.08,2.91,-4.44,33.83
13481,-765.62,195.31,-639.16,-1.45,-0.37,-3.52,33.97
13503,-774.90,178.71,-599.61,-0.89,0.92,-1.78,34.02
13525,-767.09,164.55,-598.63,-2.41,0.40,-5.16,34.12
13547,-765.14,167.97,-591.31,-3.06,2.91,-3.77,34.12
13569,-781.25,160.16,-599.12,-4.84,3.57,-4.60,34.21
13591,-767.58,178.22,-614.75,-4.23,2.76,-6.05,33.97
13613,-761.72,186.04,-619.63,-5.76,3.81,-5.20,34.02
13635,-756.35,174.32,-627.44,-5.63,4.06,-4.11,33.97
13657,-745.61,175.78,-626.95,-4.89,2.65,-5.70,34.02
13679,-731.93,167.48,-635.74,-5.01,5.01,-5.18,34.16
13701,-727.54,172.85,-631.84,-2.46,2.44,-3.27,33.97
13723,-749.51,164.55,-637.70,-3.85,-0.81,-2.61,33.88
13745,-736.82,167.48,-631.84,-2.20,4.56,-2.46,34.12
13767,-722.66,181.15,-637.21,-3.76,1.08,-1.52,34.12
13789,-736.33,167.97,-636.72,-2.94,3.83,-1.24,34.21
13811,-724.61,160.64,-639.65,-0.26,5.91,1.31,33.88
13833,-742.68,161.13,-644.53,0.18,3.60,-2.03,34.16
13855,-752.44,161.13,-643.07,-1.21,2.56,3.41,34.02
13877,-736.82,186.04,-657.23,0.22,2.56,3.60,33.97
13899,-742.19,162.60,-656.25,0.76,0.73,3.62,34.21
13921,-751.95,175.29,-603.03,1.87,6.58,2.66,34.12
13943,-764.16,182.13,-609.86,1.63,4.80,2.37,34.21
13965,-747.07,180.18,-612.79,0.18,3.21,-2.70,33.88
13987,-774.90,177.25,-613.28,2.44,-2.40,-3.38,33.68
14009,-757.32,174.80,-618.65,0.12,0.70,-1.97,34.02
14031,-754.88,178.71,-630.37,0.16,1.53,-1.59,33.83
14053,-748.05,188.48,-622.07,-0.44,1.92,-3.50,34.02
14075,-746.09,160.64,-626.46,1.23,-0.76,-2.67,34.21
14097,-719.73,148.93,-622.56,-3.19,1.69,-4.35,33.83
14119,-706.54,157.71,-647.46,-2.39,3.78,-2.37,34.12
14141,-716.80,133.79,-643.55,-2.82,1.82,-0.90,33.83
14163,-716.80,153.32,-647.46,-2.73,1.37,-1.50,34.02
14185,-728.52,162.60,-638.67,-1.55,0.83,2.30,34.31
14207,-729.49,157.71,-641.11,-2.31,3.09,-0.64,34.21
14229,-733.40,159.67,-646.97,0.85,6.12,1.52,34.02
14251,-725.10,166.50,-657.71,-2.92,4.08,-0.72,34.02
14273,-733.89,156.25,-662.60,-0.75,1.50,1.85,34.12
14295,-724.12,164.06,-654.79,0.18,0.18,-0.94,33.64
14317,-730.47,146.00,-674.80,1.60,5.98,2.31,34.16
14339,-718.26,159.18,-686.04,2.42,4.03,4.12,33.78
14361,-714.36,166.02,-672.85,4.43,3.49,2.49,34.31
14383,-691.41,161.13,-657.23,4.19,0.66,4.29,33.83
14405,-710.45,176.27,-665.53,5.01,3.64,7.95,34.02
14427,-719.73,168.95,-688.96,6.08,5.00,8.35,34.12
14449,-706.54,175.29,-681.15,9.60,6.82,10.05,34.21
14471,-735.35,173.83,-678.71,7.91,2.60,7.48,34.21
14493,-700.68,174.32,-662.60,7.74,-1.29,6.34,34.02
14515,-657.23,122.07,-703.12,4.79,5.27,9.44,34.12
14537,-666.99,227.05,-728.03,7.78,5.52,13.43,34.02
14559,-708.01,163.09,-688.48,10.22,6.92,14.15,33.97
14581,-694.34,208.01,-684.08,10.71,7.61,13.51,34.12
14603,-719.24,191.41,-667.97,15.64,-1.87,5.82,33.78
14625,-709.47,151.86,-667.97,16.58,-4.11,4.18,33.83
14647,-696.78,150.88,-674.32,18.30,-4.79,6.40,33.78
14669,-703.61,132.81,-674.32,7.76,3.47,9.15,33.88
14691,-731.93,163.57,-628.91,0.89,5.22,10.19,34.02
14713,-713.38,154.79,-630.86,6.86,0.75,9.97,34.31
14735,-698.73,146.48,-651.37,15.91,-1.21,3.79,34.16
14757,-715.82,140.62,-650.39,18.50,1.31,8.82,34.36
14779,-723.63,153.81,-656.25,12.53,1.33,9.21,34.16
25772,0.00,0.00,0.00,0.00,0.00,0.00,20.94
25794,-635.74,169.68,-728.27,-500.27,500.26,179.97,34.40
26053,0.00,0.00,0.00,0.00,0.00,0.00,20.94
26370,-1416.50,1923.83,3999.88,-500.27,500.26,174.53,34.39
26392,-1416.50,1923.83,3999.88,-500.27,500.26,179.91,34.41
26414,-1416.50,1923.83,3999.88,-500.27,500.26,181.71,34.39
26436,-1416.50,1923.83,3999.88,-500.27,500.26,176.89,34.41
26458,-1416.50,1923.83,3999.88,-500.27,500.26,178.41,34.39
26480,-1416.50,1923.83,3999.88,-500.27,500.26,178.20,34.38
26502,-1416.50,1923.83,3999.88,-500.27,500.26,178.11,34.39
26524,-1416.50,1923.83,3999.88,-500.27,500.26,178.87,34.40
26546,-1416.50,1923.83,3999.88,-500.27,500.26,177.07,34.39
26568,-1416.50,1923.83,3999.88,-500.27,500.26,179.79,34.39
26590,-1416.50,1923.83,3999.88,-500.27,500.26,180.49,34.38
26612,-1416.50,1923.83,3999.88,-500.27,500.26,181.10,34.39
26634,-1416.50,1923.83,3999.88,-500.27,500.26,183.02,34.39
26656,-1418.46,1927.49,3999.88,-500.27,500.26,181.53,34.39
26678,-1418.46,1927.49,3999.88,-500.27,500.26,179.39,34.39
26700,-1418.46,1927.49,3999.88,-500.27,500.26,181.92,34.39
26722,-1418.46,1927.49,3999.88,-500.27,500.26,183.76,34.40
26744,-1418.46,1927.49,3999.88,-500.27,500.26,181.01,34.39
26766,-1418.46,1927.49,3999.88,-500.27,500.26,177.74,34.39
26788,-1418.46,1927.49,3999.88,-500.27,500.26,174.23,34.39
26810,-1418.46,1927.49,3999.88,-500.27,500.26,175.36,34.41
26832,-1418.46,1927.49,3999.88,-500.27,500.26,178.23,34.39
26854,-1418.46,1927.49,3999.88,-500.27,500.26,180.70,34.41
26876,-1418.46,1927.49,3999.88,-500.27,500.26,180.31,34.40
26898,-1418.46,1927.49,3999.88,-500.27,500.26,178.81,34.40
26920,-1418.46,1927.49,3999.88,-500.27,500.26,177.13,34.41
26942,-1418.46,1927.49,3999.88,-500.27,500.26,174.11,34.40
26964,-1418.46,1927.49,3999.88,-500.27,500.26,181.83,34.40
26986,-1418.46,1927.49,3999.88,-500.27,500.26,181.25,34.41
27008,-1418.46,1927.49,3999.88,-500.27,500.26,180.92,34.42
27030,-1418.46,1927.49,3999.88,-500.27,500.26,180.79,34.40
27052,-1418.46,1927.49,3999.88,-500.27,500.26,180.95,34.39
27074,-1418.46,1927.49,3999.88,-500.27,500.26,182.75,34.39
27096,-1418.46,1927.49,3999.88,-500.27,500.26,182.90,34.42
27118,-1418.46,1927.49,3999.88,-500.27,500.26,180.31,34.41
27140,-1418.46,1927.49,3999.88,-500.27,500.26,179.30,34.40
27162,-1418.46,1927.49,3999.88,-500.27,500.26,179.82,34.42
27184,-1418.46,1927.49,3999.88,-500.27,500.26,173.80,34.42
27206,-1418.46,1927.49,3999.88,-500.27,500.26,177.22,34.42
27228,-1418.46,1927.49,3999.88,-500.27,500.26,175.21,34.41
27250,-1418.46,1927.49,3999.88,-500.27,500.26,176.37,34.42
27272,-1418.46,1927.49,3999.88,-500.27,500.26,177.68,34.43
27294,-1417.48,1926.76,3999.88,-500.27,500.26,177.83,34.42
27316,-1417.48,1926.76,3999.88,-500.27,500.26,175.30,34.42
27338,-1417.48,1926.76,3999.88,-500.27,500.26,179.08,34.41
27360,-1417.48,1926.76,3999.88,-500.27,500.26,177.86,34.42
27382,-1417.48,1926.76,3999.88,-500.27,500.26,179.18,34.42
27404,-1417.48,1926.76,3999.88,-500.27,500.26,176.43,34.42
27426,-1417.48,1926.76,3999.88,-500.27,500.26,176.95,34.41
27448,-1417.48,1926.76,3999.88,-500.27,500.26,181.16,34.42
27470,-1417.48,1926.76,3999.88,-500.27,500.26,180.34,34.42
27492,-1417.48,1926.76,3999.88,-500.27,500.26,181.53,34.42
27514,-1417.48,1926.76,3999.88,-500.27,500.26,179.54,34.43
27536,-1417.48,1926.76,3999.88,-500.27,500.26,179.36,34.43
27558,-1417.48,1926.76,3999.88,-500.27,500.26,175.94,34.43
27580,-1417.48,1926.76,3999.88,-500.27,500.26,177.47,34.44
27602,-1417.48,1926.76,3999.88,-500.27,500.26,175.36,34.44
27624,-1417.48,1926.76,3999.88,-500.27,500.26,176.34,34.43
27646,-1417.48,1926.76,3999.88,-500.27,500.26,179.11,34.42
27668,-1417.48,1926.76,3999.88,-500.27,500.26,178.66,34.43
27690,-1417.48,1926.76,3999.88,-500.27,500.26,179.02,34.42
27712,-1417.48,1926.76,3999.88,-500.27,500.26,173.37,34.44
27734,-1417.48,1926.76,3999.88,-500.27,500.26,176.95,34.44
27756,-1417.48,1926.76,3999.88,-500.27,500.26,178.32,34.43
27778,-1417.48,1926.76,3999.88,-500.27,500.26,181.25,34.43
27800,-1417.48,1926.76,3999.88,-500.27,500.26,176.64,34.43
27822,-1417.48,1926.76,3999.88,-500.27,500.26,179.63,34.44
27844,-1417.48,1926.76,3999.88,-500.27,500.26,178.63,34.42
27866,-1417.48,1926.76,3999.88,-500.27,500.26,181.50,34.43
27888,-1417.48,1926.76,3999.88,-500.27,500.26,182.56,34.43
27910,-1417.48,1926.76,3999.88,-500.27,500.26,180.79,34.42
27932,-1412.35,1927.98,3999.88,-500.27,500.26,175.39,34.43
27954,-1412.35,1927.98,3999.88,-500.27,500.26,177.68,34.44
27976,-1412.35,1927.98,3999.88,-500.27,500.26,177.44,34.42
27998,-1412.35,1927.98,3999.88,-500.27,500.26,179.85,34.43
28020,-1412.35,1927.98,3999.88,-500.27,500.26,182.90,34.44
28042,-1412.35,1927.98,3999.88,-500.27,500.26,181.22,34.44
28064,-1412.35,1927.98,3999.88,-500.27,500.26,182.90,34.45
28086,-1412.35,1927.98,3999.88,-500.27,500.26,185.25,34.45
28108,-1412.35,1927.98,3999.88,-500.27,500.26,186.84,34.44
28130,-1412.35,1927.98,3999.88,-500.27,500.26,188.31,34.43
28152,-1412.35,1927.98,3999.88,-500.27,500.26,187.08,34.43
28174,-1412.35,1927.98,3999.88,-500.27,500.26,182.08,34.44
28196,-1412.35,1927.98,3999.88,-500.27,500.26,183.24,34.46
28218,-1412.35,1927.98,3999.88,-500.27,500.26,184.64,34.43
28240,-1412.35,1927.98,3999.88,-500.27,500.26,179.30,34.43
28262,-1412.35,1927.98,3999.88,-500.27,500.26,179.15,34.44
28284,-1412.35,1927.98,3999.88,-500.27,500.26,177.25,34.44
28306,-1412.35,1927.98,3999.88,-500.27,500.26,179.79,34.45
28328,-1412.35,1927.98,3999.88,-500.27,500.26,179.79,34.44
28350,-1412.35,1927.98,3999.88,-500.27,500.26,183.94,34.44
28372,-1412.35,1927.98,3999.88,-500.27,500.26,180.98,34.45
28394,-1412.35,1927.98,3999.88,-500.27,500.26,176.24,34.45
28416,-1412.35,1927.98,3999.88,-500.27,500.26,185.77,34.45
28438,-1412.35,1927.98,3999.88,-500.27,500.26,178.08,34.45
28460,-1412.35,1927.98,3999.88,-500.27,500.26,179.21,34.45
28482,-1412.35,1927.98,3999.88,-500.27,500.26,176.21,34.46
28504,-1412.35,1927.98,3999.88,-500.27,500.26,180.21,34.45
28526,-1412.35,1927.98,3999.88,-500.27,500.26,180.85,34.45
28548,-1412.35,1927.98,3999.88,-500.27,500.26,177.71,34.44
28570,-1419.43,1922.12,3999.88,-500.27,500.26,179.24,34.44
28592,-1419.43,1922.12,3999.88,-500.27,500.26,178.87,34.45
28614,-1419.43,1922.12,3999.88,-500.27,500.26,176.64,34.45
28636,-1419.43,1922.12,3999.88,-500.27,500.26,179.11,34.45
28658,-1419.43,1922.12,3999.88,-500.27,500.26,179.73,34.45
28680,-1419.43,1922.12,3999.88,-500.27,500.26,177.34,34.47
28702,-1419.43,1922.12,3999.88,-500.27,500.26,179.39,34.45
28724,-1419.43,1922.12,3999.88,-500.27,500.26,177.53,34.45
28746,-1419.43,1922.12,3999.88,-500.27,500.26,177.98,34.46
28768,-1419.43,1922.12,3999.88,-500.27,500.26,172.21,34.46
28790,-1419.43,1922.12,3999.88,-500.27,500.26,181.74,34.46
28812,-1419.43,1922.12,3999.88,-500.27,500.26,177.25,34.47
28834,-1419.43,1922.12,3999.88,-500.27,500.26,180.21,34.45
28856,-1419.43,1922.12,3999.88,-500.27,500.26,177.71,34.45
28878,-1419.43,1922.12,3999.88,-500.27,500.26,180.24,34.45
28900,-1419.43,1922.12,3999.88,-500.27,500.26,178.81,34.45
28922,-1419.43,1922.12,3999.88,-500.27,500.26,179.18,34.45
28944,-1419.43,1922.12,3999.88,-500.27,500.26,180.89,34.45
28966,-1419.43,1922.12,3999.88,-500.27,500.26,179.42,34.46
28988,-1419.43,1922.12,3999.88,-500.27,500.26,178.02,34.47
29010,-1419.43,1922.12,3999.88,-500.27,500.26,173.86,34.47
29032,-1419.43,1922.12,3999.88,-500.27,500.26,176.70,34.46
29054,-1419.43,1922.12,3999.88,-500.27,500.26,176.40,34.45
29076,-1419.43,1922.12,3999.88,-500.27,500.26,174.87,34.46
29098,-1419.43,1922.12,3999.88,-500.27,500.26,179.24,34.44
29120,-1419.43,1922.12,3999.88,-500.27,500.26,177.83,34.45
29142,-1419.43,1922.12,3999.88,-500.27,500.26,178.44,34.45
29164,-1419.43,1922.12,3999.88,-500.27,500.26,177.13,34.45
29186,-1419.43,1922.12,3999.88,-500.27,500.26,180.61,34.45
29208,-1420.41,1923.34,3999.88,-500.27,500.26,180.03,34.45
29230,-1420.41,1923.34,3999.88,-500.27,500.26,179.73,34.45
29252,-1420.41,1923.34,3999.88,-500.27,500.26,180.67,34.45
29274,-1420.41,1923.34,3999.88,-500.27,500.26,178.78,34.46
29296,-1420.41,1923.34,3999.88,-500.27,500.26,180.85,34.47
29318,-1420.41,1923.34,3999.88,-500.27,500.26,180.40,34.45
29340,-1420.41,1923.34,3999.88,-500.27,500.26,185.59,34.45
29362,-1420.41,1923.34,3999.88,-500.27,500.26,183.51,34.46
29384,-1420.41,1923.34,3999.88,-500.27,500.26,180.52,34.46
29406,-1420.41,1923.34,3999.88,-500.27,500.26,183.36,34.47
29428,-1420.41,1923.34,3999.88,-500.27,500.26,182.75,34.47
29450,-1420.41,1923.34,3999.88,-500.27,500.26,183.91,34.47
29472,-1420.41,1923.34,3999.88,-500.27,500.26,182.38,34.47
29494,-1420.41,1923.34,3999.88,-500.27,500.26,181.04,34.45
29516,-1420.41,1923.34,3999.88,-500.27,500.26,181.95,34.46
29538,-1420.41,1923.34,3999.88,-500.27,500.26,184.09,34.46
29560,-1420.41,1923.34,3999.88,-500.27,500.26,181.37,34.46
29582,-1420.41,1923.34,3999.88,-500.27,500.26,180.37,34.46
29604,-1420.41,1923.34,3999.88,-500.27,500.26,182.26,34.46
29626,-1420.41,1923.34,3999.88,-500.27,500.26,181.25,34.47
29648,-1420.41,1923.34,3999.88,-500.27,500.26,180.34,34.47
29670,-1420.41,1923.34,3999.88,-500.27,500.26,183.24,34.45
29692,-1420.41,1923.34,3999.88,-500.27,500.26,180.70,34.48
29714,-1420.41,1923.34,3999.88,-500.27,500.26,181.98,34.48
29736,-1420.41,1923.34,3999.88,-500.27,500.26,179.39,34.48
29758,-1420.41,1923.34,3999.88,-500.27,500.26,180.61,34.47
29780,-1420.41,1923.34,3999.88,-500.27,500.26,178.44,34.46
29802,-1420.41,1923.34,3999.88,-500.27,500.26,177.98,34.46
29824,-1420.41,1923.34,3999.88,-500.27,500.26,177.89,34.47
29846,-1420.90,1929.93,3999.88,-500.27,500.26,179.27,34.47
29868,-1420.90,1929.93,3999.88,-500.27,500.26,181.47,34.47
29890,-1420.90,1929.93,3999.88,-500.27,500.26,181.44,34.48
29912,-1420.90,1929.93,3999.88,-500.27,500.26,181.83,34.46
29934,-1420.90,1929.93,3999.88,-500.27,500.26,184.98,34.48
29956,-1420.90,1929.93,3999.88,-500.27,500.26,184.85,34.48
29978,-1420.90,1929.93,3999.88,-500.27,500.26,181.71,34.48
30000,-1420.90,1929.93,3999.88,-500.27,500.26,182.96,34.46
30022,-1420.90,1929.93,3999.88,-500.27,500.26,182.44,34.46
30044,-1420.90,1929.93,3999.88,-500.27,500.26,180.06,34.46
30066,-1420.90,1929.93,3999.88,-500.27,500.26,180.21,34.48
30088,-1420.90,1929.93,3999.88,-500.27,500.26,190.72,34.47
30110,-1420.90,1929.93,3999.88,-500.27,500.26,178.87,34.47
30132,-1420.90,1929.93,3999.88,-500.27,500.26,182.99,34.48
30154,-1420.90,1929.93,3999.88,-500.27,500.26,180.82,34.48
30176,-1420.90,1929.93,3999.88,-500.27,500.26,180.18,34.47
30198,-1420.90,1929.93,3999.88,-500.27,500.26,180.31,34.48
30220,-1420.90,1929.93,3999.88,-500.27,500.26,181.19,34.49
30242,-1420.90,1929.93,3999.88,-500.27,500.26,180.00,34.48
30264,-1420.90,1929.93,3999.88,-500.27,500.26,180.58,34.49
30286,-1420.90,1929.93,3999.88,-500.27,500.26,179.54,34.47
30308,-1420.90,1929.93,3999.88,-500.27,500.26,186.32,34.48
30330,-1420.90,1929.93,3999.88,-500.27,500.26,183.63,34.48
30352,-1420.90,1929.93,3999.88,-500.27,500.26,183.08,34.48
30374,-1420.90,1929.93,3999.88,-500.27,500.26,184.52,34.48
30396,-1420.90,1929.93,3999.88,-500.27,500.26,182.69,34.50
30418,-1420.90,1929.93,3999.88,-500.27,500.26,182.05,34.49
30440,-1420.90,1929.93,3999.88,-500.27,500.26,180.31,34.48
30462,-1420.90,1929.93,3999.88,-500.27,500.26,181.31,34.49
30484,-1421.63,1921.63,3999.88,-500.27,500.26,179.79,34.48
30506,-1421.63,1921.63,3999.88,-500.27,500.26,178.41,34.49
30528,-1421.63,1921.63,3999.88,-500.27,500.26,179.66,34.49
30550,-1421.63,1921.63,3999.88,-500.27,500.26,180.31,34.51
30572,-1421.63,1921.63,3999.88,-500.27,500.26,179.94,34.49
30594,-1421.63,1921.63,3999.88,-500.27,500.26,184.27,34.49
30616,-1421.63,1921.63,3999.88,-500.27,500.26,184.52,34.51
30638,-1421.63,1921.63,3999.88,-500.27,500.26,183.60,34.50
30660,-1421.63,1921.63,3999.88,-500.27,500.26,175.69,34.50
30682,-1421.63,1921.63,3999.88,-500.27,500.26,183.27,34.51
30704,-1421.63,1921.63,3999.88,-500.27,500.26,189.62,34.51
30726,-1421.63,1921.63,3999.88,-500.27,500.26,184.15,34.49
30748,-1421.63,1921.63,3999.88,-500.27,500.26,182.02,34.51
30770,-1421.63,1921.63,3999.88,-500.27,500.26,185.77,34.51
30792,-1421.63,1921.63,3999.88,-500.27,500.26,183.79,34.51
30814,-1421.63,1921.63,3999.88,-500.27,500.26,186.20,34.50
30836,-1421.63,1921.63,3999.88,-500.27,500.26,185.07,34.51
30858,-1421.63,1921.63,3999.88,-500.27,500.26,183.11,34.53
30880,-1421.63,1921.63,3999.88,-500.27,500.26,182.93,34.51
30902,-1421.63,1921.63,3999.88,-500.27,500.26,187.02,34.51
