timestamp_ms,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,temp_c
3449,-783.69,216.80,-611.82,-0.20,-1.92,-1.37,33.35
3471,-772.95,216.31,-596.68,-1.41,0.95,-5.51,33.64
3493,-743.65,190.92,-602.54,-2.08,2.10,-4.27,33.68
3515,-758.79,186.52,-584.47,5.24,-2.76,-3.28,33.64
3537,-767.58,192.87,-605.96,2.94,2.08,5.34,33.64
3559,-763.67,201.66,-595.70,2.28,-0.82,3.47,33.35
3581,-738.77,205.08,-602.05,2.08,0.88,4.81,33.68
3603,-750.98,192.87,-603.52,1.04,-0.51,-1.79,33.35
3625,-737.30,196.29,-607.42,-0.26,-0.89,-2.93,33.49
3647,-748.54,196.78,-618.16,-2.15,1.47,-0.98,33.78
3669,-756.35,208.50,-619.63,-4.65,0.47,-1.26,33.49
3691,-740.23,186.04,-619.14,-2.33,0.23,-3.85,33.64
3713,-752.93,205.08,-623.05,-1.27,-1.82,-2.79,33.49
3735,-753.42,187.99,-605.47,-0.38,-0.25,-5.67,33.44
3757,-742.68,180.18,-601.07,-4.92,-0.39,-4.79,33.35
3779,-752.44,189.94,-600.59,-6.07,5.35,0.04,33.30
3801,-763.67,213.87,-633.79,-4.08,-0.67,5.18,33.44
3823,-752.93,194.34,-620.61,-1.57,-0.44,-0.37,33.44
3845,-749.51,180.66,-627.93,4.44,-4.66,-1.61,33.59
3867,-738.77,184.08,-612.30,5.37,-3.93,-2.38,33.64
3889,-767.09,209.47,-618.16,4.09,-1.81,-0.79,33.59
3911,-752.44,180.18,-600.10,-0.65,0.93,-1.79,33.49
3933,-745.61,189.94,-616.21,0.67,0.15,-0.61,33.68
3955,-745.61,200.68,-630.37,-1.11,0.15,-1.23,33.59
3977,-751.46,193.36,-611.82,-4.29,2.34,-0.24,33.64
3999,-750.49,175.29,-615.23,-3.02,1.41,-0.82,33.44
4021,-742.68,202.64,-609.37,-0.79,-0.21,-0.41,33.35
4043,-740.23,185.06,-598.14,-2.18,-0.17,-1.34,33.35
4065,-736.33,194.34,-612.79,-0.12,0.52,-1.01,33.35
4087,-739.26,192.38,-612.30,-0.44,1.62,-0.67,33.49
4109,-746.58,200.20,-609.86,-1.33,-1.09,-0.94,33.64
4131,-742.68,193.85,-621.09,-3.24,1.14,1.54,33.59
4153,-747.56,180.18,-618.16,-1.61,-0.51,2.94,33.49
4175,-734.86,179.69,-629.88,-1.20,1.79,0.27,33.49
4197,-748.54,187.50,-630.37,-1.31,-0.52,-0.33,33.49
4219,-755.86,193.85,-625.98,-2.08,-0.64,0.36,33.49
4241,-752.44,206.54,-624.02,-0.84,0.50,-2.53,33.59
4263,-750.98,197.27,-627.44,0.57,-0.01,-0.02,33.68
4285,-740.72,181.64,-617.19,-0.41,-1.24,-0.30,33.59
4307,-740.23,177.25,-610.35,-0.12,-2.98,2.55,33.64
4329,-759.28,195.80,-625.98,-0.82,-0.91,1.50,33.49
4351,-746.58,183.59,-632.32,-1.47,-1.99,0.53,33.30
4373,-750.00,195.31,-609.86,0.77,-1.97,-0.27,33.49
4395,-744.63,185.55,-614.26,-2.81,2.25,1.85,33.11
4417,-756.35,193.85,-612.30,-0.73,0.37,-0.58,33.83
4439,-751.95,188.48,-610.84,0.10,-3.56,-2.21,33.49
4461,-758.79,180.66,-601.56,-1.18,-2.45,-1.93,33.49
4483,-758.30,177.73,-624.02,0.28,-0.41,1.62,33.49
4505,-763.67,190.43,-614.26,0.05,-2.63,1.22,33.64
4527,-773.44,197.27,-618.65,-2.46,-1.41,-0.27,33.88
4549,-748.05,198.24,-618.16,-3.37,0.75,1.87,33.49
4571,-750.98,182.13,-598.63,-2.76,0.57,2.62,33.68
4593,-750.98,181.15,-599.12,-3.24,-0.40,-3.47,33.83
4615,-747.07,188.96,-610.84,-4.32,3.33,-0.77,33.78
4637,-761.23,196.29,-613.77,-5.58,0.14,-1.24,33.49
4659,-733.40,187.99,-610.35,-7.04,0.86,-0.24,33.44
4681,-729.49,190.92,-616.21,-7.81,1.70,-6.93,33.35
4703,-732.91,191.41,-612.79,-2.76,-0.18,-0.33,33.35
4725,-753.91,189.45,-598.14,-6.07,-0.60,-1.29,33.59
4747,-771.48,193.85,-609.37,-0.85,-0.34,0.01,33.64
4769,-772.46,204.10,-634.77,-2.50,-1.21,2.24,33.59
4791,-754.88,202.15,-610.84,0.26,-2.82,-1.30,33.68
4813,-756.84,196.29,-629.39,2.05,-2.55,2.57,33.64
4835,-759.77,190.92,-617.68,1.50,-0.36,0.34,33.68
4857,-746.58,190.43,-624.51,2.34,-0.30,3.00,33.44
4879,-760.25,188.96,-605.96,3.38,-2.56,3.93,33.64
4901,-750.49,203.61,-617.68,0.76,-0.21,-1.06,33.59
4923,-742.68,190.43,-620.12,0.08,-0.39,-0.12,33.35
4945,-747.56,186.04,-606.93,2.14,-1.68,1.10,33.83
4967,-754.39,175.78,-615.72,0.34,-2.82,1.93,33.30
4989,-742.68,200.20,-610.35,0.61,-1.89,-0.44,33.35
5011,-744.14,197.75,-623.54,-2.12,-0.87,2.00,33.44
5033,-763.67,187.50,-606.45,-0.37,0.72,2.55,33.49
5055,-759.77,196.78,-618.16,-1.29,-0.40,1.21,33.64
5077,-757.32,196.29,-616.21,0.23,0.19,-3.60,33.78
5099,-750.98,184.57,-589.84,-0.66,-1.08,-0.97,33.64
5121,-752.93,180.66,-621.09,0.16,-2.84,-1.99,33.64
5143,-756.84,192.38,-619.14,-0.45,-2.41,-1.08,33.64
5165,-753.42,193.85,-599.61,1.39,-1.43,0.03,33.68
5187,-748.54,189.45,-610.35,0.05,-1.53,1.34,33.49
5209,-750.49,189.45,-602.54,-2.18,-0.11,-0.73,33.68
5231,-756.84,180.66,-604.49,-1.35,-1.64,-2.63,33.64
5253,-744.14,203.12,-611.33,-1.11,1.92,-1.70,33.68
5275,-759.28,176.27,-607.91,0.37,1.71,1.20,33.64
5297,-747.56,180.18,-599.61,0.32,-0.93,-2.60,33.35
5319,-740.72,195.80,-625.49,0.04,-3.30,0.97,33.64
5341,-750.00,184.08,-598.63,-1.15,1.73,-0.99,33.35
5363,-757.81,186.52,-607.42,0.63,-2.92,-1.49,33.59
5385,-767.09,180.18,-610.35,1.10,-2.21,-1.62,33.44
5407,-771.97,194.34,-613.77,-0.58,-2.03,0.66,33.49
5429,-739.75,198.24,-626.95,-0.27,-2.30,-0.99,33.64
5451,-734.86,195.31,-627.44,-0.91,-2.43,-1.29,33.59
5473,-739.26,187.01,-611.82,-2.95,-0.79,0.51,33.83
5495,-736.82,190.43,-609.86,-0.01,1.52,2.13,33.59
5517,-757.81,183.59,-618.65,1.10,0.44,1.50,33.68
5539,-767.58,193.85,-620.12,0.43,1.62,2.38,33.78
5561,-745.61,180.18,-601.56,-1.05,-1.76,-2.18,33.78
5583,-769.04,188.48,-600.59,-0.34,-1.31,-0.60,33.59
5605,-762.21,203.61,-605.96,-1.18,-0.54,-3.64,33.44
5627,-766.60,183.59,-608.89,-1.10,-1.08,-1.00,33.49
5649,-768.55,202.64,-605.96,-1.72,-1.19,-1.13,33.44
5671,-759.28,191.89,-624.51,0.20,0.28,-1.09,33.78
5693,-765.14,182.62,-611.33,-0.93,-2.50,-1.04,33.78
5715,-753.91,175.29,-610.35,-1.99,-1.19,0.62,33.78
5737,-764.65,183.11,-622.07,-0.91,-1.98,1.24,33.78
5759,-752.44,158.20,-600.59,-1.84,0.56,0.21,33.64
5781,-751.95,179.20,-608.89,-0.12,-3.21,0.48,33.64
5803,-754.39,202.15,-608.40,0.09,-2.18,2.72,33.78
5825,-741.70,178.71,-614.75,-1.01,-1.97,3.57,33.68
5847,-744.14,186.52,-602.54,-2.39,-1.56,-0.12,33.64
5869,-747.07,192.38,-624.51,0.36,-0.44,0.40,33.64
5891,-752.44,188.96,-606.45,-1.12,-0.16,-0.31,33.59
5913,-750.98,188.96,-608.89,-3.63,1.23,-2.34,33.49
5935,-749.02,179.20,-620.12,-4.08,-1.24,0.07,33.49
5957,-764.16,181.15,-613.77,0.07,-2.85,3.23,33.44
5979,-742.19,189.45,-625.00,-1.28,-1.92,-1.56,33.68
6001,-770.02,189.94,-627.93,-2.49,-0.81,0.44,33.59
6023,-750.98,202.64,-609.86,-3.39,-0.27,-1.97,33.59
6045,-772.46,208.50,-606.93,-2.44,-1.64,-4.50,33.49
6067,-771.97,198.73,-605.96,-0.69,-3.03,-2.32,33.68
6089,-761.72,183.11,-599.61,-1.22,-3.35,-0.60,33.68
6111,-745.61,168.95,-598.63,-0.35,-1.02,-0.97,33.78
6133,-745.12,169.43,-607.42,0.42,-1.98,2.24,33.88
6155,-756.84,179.20,-607.91,-0.37,-2.02,6.04,33.78
6177,-767.58,197.75,-610.84,-2.44,-1.08,3.97,33.64
6199,-758.79,187.01,-617.68,-3.72,2.19,0.98,33.88
6221,-756.35,204.10,-608.40,-4.13,-1.19,2.66,33.64
6243,-754.88,197.27,-617.68,-2.64,1.18,1.07,33.59
6265,-742.19,208.01,-619.14,-0.56,-3.66,0.25,33.64
6287,-756.35,187.50,-612.30,0.41,-1.14,0.47,33.59
6309,-746.09,183.59,-611.33,3.55,-3.25,-2.10,33.59
6331,-756.35,188.48,-604.00,2.27,-1.09,-2.82,33.64
6353,-741.70,178.22,-623.54,-5.71,-1.69,-0.96,33.83
6375,-763.67,180.66,-619.63,-1.95,-1.30,-0.90,33.78
6397,-753.91,189.94,-606.93,-0.68,-0.23,0.60,33.64
6419,-757.81,203.12,-603.03,-1.48,-1.53,0.08,33.78
6441,-763.18,184.08,-600.59,0.08,-1.27,-0.69,33.59
6463,-751.46,198.24,-584.47,1.47,-3.18,0.62,33.68
6485,-754.88,189.94,-615.23,2.04,-5.79,1.29,33.59
6507,-747.07,192.87,-605.47,0.02,-1.80,-1.85,33.78
6529,-742.19,189.94,-599.61,-3.18,1.86,-0.14,33.35
6551,-764.16,195.80,-600.10,-4.12,-0.35,2.17,33.49
6573,-741.70,180.66,-599.12,-2.14,0.72,2.24,33.49
6595,-750.49,192.38,-608.89,0.08,-2.32,0.27,33.64
6617,-774.90,218.75,-606.45,-0.53,-1.89,1.35,34.02
6639,-761.72,178.71,-605.47,-0.15,-0.98,-1.70,33.64
6661,-757.81,180.66,-608.40,-3.73,-2.04,1.63,33.64
6683,-758.30,187.99,-618.16,-3.34,0.24,1.98,33.88
6705,-755.37,200.20,-608.40,-2.31,-0.87,-1.77,33.64
6727,-761.23,186.04,-603.52,-1.67,-1.88,-1.95,34.02
6749,-764.65,199.71,-612.30,-2.18,-1.24,-2.11,33.83
6771,-759.77,196.78,-602.54,-1.02,-2.04,-0.66,34.02
6793,-767.58,194.82,-605.96,0.43,-4.26,-0.66,33.44
6815,-770.02,187.01,-599.61,2.49,-4.44,-1.66,33.64
6837,-769.53,190.43,-589.84,1.50,-3.68,-1.61,33.64
6859,-772.46,189.45,-593.26,-1.21,-2.89,-3.08,33.59
6881,-758.30,192.87,-609.86,0.65,-1.05,-2.59,33.68
6903,-779.30,180.66,-609.86,-0.37,-0.20,-1.23,33.83
6925,-751.95,182.13,-599.12,-0.57,-0.30,-1.53,33.78
6947,-756.35,187.50,-592.77,0.48,-6.21,-0.91,33.68
6969,-761.23,188.96,-585.45,-0.60,-0.24,-0.79,33.88
6991,-766.60,198.24,-608.89,-0.64,-1.91,-2.95,33.78
7013,-757.32,174.80,-599.12,-1.47,-2.87,-1.12,33.83
7035,-759.77,181.64,-592.29,-0.15,-2.65,-2.60,33.68
7057,-774.41,188.48,-582.03,-2.67,-1.18,-1.70,33.59
7079,-778.32,205.08,-600.10,-3.04,-2.46,-1.60,33.78
7101,-765.62,186.04,-581.05,-3.05,-2.61,-2.76,33.88
7123,-768.07,191.89,-594.73,-3.73,-2.24,-4.91,33.68
7145,-775.88,187.01,-589.36,-4.05,-3.07,-4.66,33.68
7167,-783.69,179.69,-602.54,-4.03,-2.18,-2.89,33.68
7189,-780.76,190.43,-581.54,-4.22,-2.05,-2.01,33.59
7211,-770.02,191.89,-583.50,-5.77,-2.03,-0.98,33.64
7233,-789.06,187.50,-584.47,-4.05,-3.59,-2.86,33.44
7255,-779.30,185.55,-598.14,-2.11,-2.21,-4.99,33.78
7277,-776.37,190.43,-589.84,-4.32,-1.51,-2.79,33.64
7299,-772.95,176.27,-585.94,-4.05,-3.50,-5.08,33.64
7321,-777.83,174.32,-590.82,-4.99,-1.43,-0.86,33.78
7343,-771.48,178.71,-580.57,-4.04,-1.08,-3.36,33.64
7365,-778.32,168.46,-585.94,-5.13,-0.60,-1.43,33.68
7387,-766.60,173.34,-589.84,-5.36,0.09,-3.87,34.02
7409,-766.11,181.64,-602.05,-4.75,-0.44,-0.13,33.68
7431,-774.90,166.99,-582.03,-2.06,-3.11,-2.60,33.49
7453,-769.04,181.15,-602.05,-0.98,0.05,-4.43,33.97
7475,-773.44,170.90,-573.24,-2.89,-2.27,-6.39,33.68
7497,-769.04,185.06,-587.40,-0.42,-2.85,-6.11,33.59
7519,-762.70,174.32,-596.68,-2.20,-5.07,-4.37,33.64
7541,-762.21,177.25,-602.05,-1.31,-6.18,-2.15,33.78
7563,-772.95,175.78,-592.77,-1.75,-1.90,-2.04,33.88
7585,-794.92,176.76,-577.64,-1.46,-2.65,1.85,33.78
7607,-795.41,166.02,-581.05,-5.74,-3.82,-1.73,33.64
7629,-785.16,176.76,-576.66,-4.84,-2.21,-2.59,33.83
7651,-783.69,177.25,-579.59,-6.41,-1.48,-5.84,33.83
7673,-792.48,177.73,-584.96,-6.25,0.47,-5.70,33.83
7695,-783.69,177.73,-564.94,-4.39,-1.77,-5.89,33.78
7717,-779.79,153.81,-565.92,-4.60,-3.22,-8.29,33.88
7739,-780.76,158.20,-580.08,-4.44,-1.98,-5.89,33.83
7761,-767.09,164.06,-574.22,-4.82,-1.91,-3.69,33.88
7783,-771.97,166.02,-576.66,-3.56,0.37,-2.12,33.59
7805,-785.64,166.50,-584.47,-4.70,1.37,-2.14,33.59
7827,-766.60,149.90,-592.29,-3.24,0.72,-4.34,33.35
7849,-769.53,157.23,-606.45,-3.79,-2.08,-0.21,33.78
7871,-764.16,145.02,-579.10,-6.06,0.34,3.72,33.64
7893,-774.41,151.37,-587.40,-3.12,-1.22,-0.48,33.78
7915,-785.16,166.99,-580.08,-4.66,1.14,-0.24,33.88
7937,-775.39,166.99,-593.26,-5.88,1.79,-0.87,33.97
7959,-792.97,162.60,-592.77,-5.15,1.08,-1.83,33.83
7981,-799.80,184.57,-581.54,-3.83,1.01,-3.24,33.88
8003,-771.97,153.32,-580.08,-3.65,1.07,-5.15,33.68
8025,-781.74,155.76,-579.10,-2.20,1.07,-1.03,33.83
8047,-787.11,157.71,-580.57,-3.48,1.79,-1.73,33.49
8069,-791.02,174.80,-581.05,-0.63,-0.23,0.98,33.83
8091,-789.55,167.97,-581.54,0.50,-0.59,-2.67,33.59
8113,-790.04,175.29,-581.54,-0.74,-0.34,-0.12,33.88
8135,-788.57,163.09,-570.31,-1.29,-1.08,-1.76,33.49
8157,-790.04,167.97,-570.80,-2.90,1.48,-2.24,33.64
8179,-786.13,156.74,-566.41,-4.08,3.38,0.57,33.97
8201,-776.86,147.46,-563.96,-5.61,-1.90,0.09,33.68
8223,-778.81,161.62,-578.61,-1.47,-1.76,-0.05,33.83
8245,-785.64,175.78,-588.38,-3.13,0.31,-1.42,33.64
8267,-791.50,168.95,-590.82,-1.09,-1.32,1.15,33.83
8289,-791.02,178.71,-591.80,-1.85,0.90,-3.34,33.97
8311,-791.02,158.69,-576.17,-3.10,5.34,-1.28,33.49
8333,-779.30,160.16,-598.14,-1.11,2.74,-0.52,33.59
8355,-771.48,161.13,-581.05,-1.22,2.18,-2.28,33.49
8377,-780.27,160.16,-569.82,-0.78,3.37,-0.70,33.59
8399,-771.00,158.69,-585.45,1.70,3.27,1.61,33.59
8421,-776.86,162.11,-586.91,1.80,-0.44,1.52,33.78
8443,-780.27,176.76,-577.15,1.53,-1.92,2.34,33.68
8465,-771.97,159.18,-573.73,-1.26,-0.32,0.14,33.78
8487,-765.62,163.57,-570.80,-1.41,-0.02,-3.19,33.78
8509,-773.44,157.71,-583.50,-1.11,3.70,-4.18,33.78
8531,-773.93,163.09,-580.08,-1.76,-1.31,2.48,33.78
8553,-781.25,173.34,-588.87,-1.90,0.49,0.67,33.88
8575,-782.23,154.79,-580.08,0.33,-0.05,1.28,33.88
8597,-767.58,155.27,-582.03,1.73,-0.89,0.61,33.78
8619,-789.06,175.78,-577.64,-0.88,-2.68,-2.23,33.97
8641,-788.09,176.27,-593.26,-0.79,0.41,-1.70,33.88
8663,-786.13,173.34,-570.80,-2.40,-0.61,0.91,33.49
8685,-789.55,166.02,-582.03,-1.68,1.25,-1.70,33.64
8707,-776.86,166.02,-590.33,-2.06,3.98,-3.73,33.68
8729,-779.79,158.20,-574.22,-1.59,0.69,-3.37,33.49
8751,-780.27,141.11,-579.10,-4.15,4.58,-0.73,33.49
8773,-770.51,160.16,-584.96,-2.63,1.63,-1.25,33.68
8795,-773.44,173.83,-588.38,-1.13,0.92,-0.44,33.78
8817,-790.04,185.55,-613.28,-0.66,1.08,0.52,33.88
8839,-782.23,185.06,-591.80,0.21,0.08,1.74,33.64
8861,-786.13,166.02,-586.43,-0.88,-3.16,-1.45,33.88
8883,-773.44,165.04,-580.57,-1.65,-0.43,2.42,33.83
8905,-784.67,146.97,-586.43,-1.69,-0.15,-0.93,33.88
8927,-766.60,173.34,-594.73,-4.08,-1.92,-1.73,33.68
8949,-778.81,175.78,-587.40,-2.65,3.13,0.84,33.68
8971,-775.39,153.81,-599.12,-3.11,1.18,-0.75,33.97
8993,-779.79,164.06,-591.80,-3.66,-2.37,-2.32,33.68
9015,-778.81,160.16,-577.64,-3.74,-0.20,1.12,33.97
9037,-772.95,165.53,-581.54,-5.29,1.21,-0.08,33.64
9059,-767.58,171.87,-575.20,-3.74,2.80,0.83,33.68
9081,-781.25,181.15,-595.70,-0.89,1.50,-0.78,33.88
9103,-781.74,186.52,-598.63,-0.99,0.15,0.77,33.68
9125,-773.44,171.87,-600.59,-1.14,0.84,-5.09,33.59
9147,-770.51,166.02,-588.87,1.73,-0.92,-0.93,33.49
9169,-744.63,183.11,-583.98,-1.70,-5.66,0.21,33.83
9191,-767.09,183.59,-572.75,1.05,0.38,4.45,33.83
9213,-795.90,161.13,-601.56,0.05,-0.93,-2.08,33.78
9235,-774.90,171.87,-596.68,-1.13,1.09,1.57,33.88
9257,-769.04,171.39,-585.94,-4.45,3.71,0.31,33.97
9279,-772.46,162.60,-601.07,-5.81,3.29,-1.56,33.88
9301,-764.65,169.43,-599.12,-5.68,2.89,1.31,33.83
9323,-767.09,178.22,-604.49,-3.56,4.27,1.99,33.68
9345,-757.32,180.66,-601.56,-4.63,2.63,-0.49,33.64
9367,-771.97,160.64,-602.05,-0.92,2.18,-0.39,33.59
9389,-761.23,173.34,-591.80,-1.56,0.66,1.77,33.88
9411,-762.70,173.34,-608.89,-2.14,2.34,3.60,33.64
9433,-764.16,167.48,-606.93,-1.47,2.65,0.53,33.88
9455,-757.32,175.78,-589.36,-1.98,0.72,1.36,33.83
9477,-757.81,195.31,-610.84,-1.30,1.22,1.62,34.02
9499,-759.77,192.87,-608.89,-6.02,-0.04,-0.43,34.02
9521,-765.14,181.64,-599.61,-5.26,4.14,2.45,33.78
9543,-758.30,170.41,-602.54,-3.81,3.40,-1.39,33.78
9565,-767.09,168.95,-596.19,-1.72,1.20,-1.85,33.64
9587,-767.58,167.48,-601.07,-0.63,-0.04,-1.66,33.83
9609,-769.04,195.31,-606.93,-0.76,-1.11,-1.29,33.88
9631,-765.14,172.36,-599.61,-1.16,-1.53,-1.26,33.83
9653,-791.50,190.92,-608.40,-0.19,-2.19,-1.28,33.64
9675,-775.39,190.43,-600.59,-0.51,-0.29,0.11,33.44
9697,-779.30,187.01,-608.40,-1.03,-0.22,-2.06,33.83
9719,-773.93,166.02,-598.63,0.85,-1.76,-0.61,33.88
9741,-771.00,179.69,-605.47,0.22,0.52,-2.34,33.68
9763,-774.90,167.97,-605.96,3.65,-1.05,-1.50,33.88
9785,-764.65,180.66,-607.91,1.57,-3.37,-2.56,33.83
9807,-757.32,169.92,-616.70,2.60,-2.74,-3.72,33.97
9829,-755.86,174.80,-598.63,-0.58,0.49,-0.18,33.64
9851,-752.44,166.50,-604.49,-0.15,-3.10,0.03,33.97
9873,-757.32,159.67,-607.42,0.90,-2.32,0.34,33.78
9895,-755.37,175.78,-599.61,1.80,1.11,0.15,33.97
9917,-759.77,174.80,-601.07,-0.05,0.51,1.89,33.83
9939,-752.93,160.64,-610.35,-0.10,1.21,2.27,33.97
9961,-759.28,170.90,-610.84,-0.34,3.10,0.45,33.68
9983,-748.05,167.97,-615.23,-0.94,0.17,3.64,33.83
10005,-770.02,182.13,-619.63,0.08,1.66,2.00,33.78
10027,-771.48,170.41,-592.77,0.12,-0.75,1.07,33.83
10049,-764.16,180.18,-600.10,0.66,-1.79,2.17,33.83
10071,-779.30,174.32,-613.77,3.49,-0.63,2.00,33.49
10093,-763.18,170.90,-605.47,3.45,0.82,1.84,33.78
10115,-780.27,173.34,-601.56,1.62,-1.59,0.01,33.64
10137,-756.35,175.78,-606.45,1.00,-0.60,-1.52,33.97
10159,-770.51,174.80,-598.14,1.60,0.11,1.25,33.83
10181,-773.44,174.32,-597.66,1.35,-1.83,1.58,33.59
10203,-778.32,168.95,-598.63,1.44,-2.31,3.48,33.83
10225,-756.84,166.02,-603.52,3.30,-2.63,2.29,34.02
10247,-766.60,167.97,-589.84,0.74,1.28,-0.19,33.88
10269,-767.09,162.60,-602.05,4.15,-0.18,1.29,33.68
10291,-765.62,169.43,-594.73,2.68,-4.20,1.98,33.64
10313,-774.41,165.53,-607.91,1.92,2.31,4.26,33.49
10335,-764.65,173.83,-614.26,-0.74,1.40,4.84,33.78
10357,-767.58,163.57,-612.79,-1.69,1.56,4.47,33.88
10379,-770.02,165.04,-605.47,-0.63,1.19,3.40,33.88
10401,-767.58,172.85,-613.28,-2.49,0.26,1.82,34.02
10423,-762.70,161.62,-619.14,-0.69,0.56,1.54,33.88
10445,-763.18,168.95,-601.07,1.34,0.99,1.78,34.02
10467,-761.72,156.25,-617.68,-1.31,0.02,3.25,34.12
10489,-772.95,166.50,-604.00,1.60,0.37,4.29,33.97
10511,-755.37,160.16,-606.93,4.48,-1.18,6.22,33.83
10533,-771.97,185.06,-607.42,2.53,0.30,5.73,33.78
10555,-754.88,166.50,-604.00,1.10,1.28,4.15,34.12
10577,-762.21,180.18,-596.68,0.97,-1.65,0.66,33.59
10599,-773.93,180.18,-607.42,0.92,-0.69,1.60,33.97
10621,-760.74,165.04,-613.28,3.09,-2.26,-1.37,33.83
10643,-756.35,168.46,-614.75,1.06,-3.56,-0.15,33.83
10665,-763.18,172.36,-600.59,1.89,-5.21,0.00,33.97
10687,-746.09,165.04,-605.96,1.02,-1.50,-0.18,34.16
